image,phrase1,phrase2,original_phrase1,original_phrase2,original_label,type_label
3577928139,blond-haired toddler boy,child,Blond-haired toddler boy,child,Alternation,0
3578138991,bouquet tissue paper flowers,some colorful decorations,a bouquet of tissue paper flowers,some colorful decorations,Independence,4
3578138991,man,two gentlemen,a man,two gentlemen,Alternation,0
3578138991,bouquet tissue paper flowers,flowers,a bouquet of tissue paper flowers,flowers,Entailment1,1
3578372039,large black portfolio,shapes,a large black portfolio,shapes,Entailment1,1
3578736330,fountain,some water,a fountain,some water,Independence,4
3578779636,tile floor,wood floor,a tile floor,wood floor,Independence,4
3578841731,dust trail,dusty track,a dust trail,a dusty track,Entailment2,2
3578945620,field,outside,a field,outside,Entailment1,1
3578981202,double exposure laughing baby,small child,a double exposure of a laughing baby,A small child,Alternation,0
3578981202,naked baby,small child,a naked baby,A small child,Alternation,0
3579131288,two asian women,women,Two Asian women,The women,Entailment1,1
3579148506,flannel shirt,green plaid shirt,a flannel shirt,green plaid shirt,Independence,4
3579150322,bearded bald man,fat bald man,A bearded bald man,A fat bald man,Independence,4
3579150322,balding man,fat bald man,Balding man,A fat bald man,Entailment2,2
3579686259,fluffy sheltie,sheltie,A fluffy Sheltie,A Sheltie,Entailment1,1
3580277210,game,wiffle ball,a game,wiffle ball,Entailment2,2
3580277210,badminton,wiffle ball,badminton,wiffle ball,Alternation,0
3580604460,gun,plastic gun,a gun,a plastic gun,Entailment2,2
3580604460,small gun,toy gun,a small gun,a toy gun,Independence,4
3580604460,plastic gun,small gun,a plastic gun,a small gun,Independence,4
3580604460,glasses,protective goggles,glasses,protective goggles,Alternation,0
3580741947,dress suits,dresses,dress suits,dresses,Independence,4
3581538034,large ski,skateboard,a large ski,a skateboard,Alternation,0
3581549187,garbage,trash barrel,a garbage,a trash barrel,Alternation,0
3581818450,big light brown dog,long-haired dog,A big light brown dog,Long-haired dog,Independence,4
3581818450,big light brown dog,yellow dog,A big light brown dog,A yellow dog,Alternation,0
3582025630,skateboard tricks,tricks,skateboard tricks,tricks,Entailment1,1
3582025630,teenage boys,two teenagers,The teenage boys,Two teenagers,Independence,4
3582362126,brown garbage,recycling bin,a brown garbage,a recycling bin,Alternation,0
3582465732,mini trampoline,small trampoline,a mini trampoline,a small trampoline,Entailment1,1
3582689770,long cannon,military monument,a long cannon,a military monument,Independence,4
3582914905,river current,water,a river current,water,Entailment1,1
3582920844,long-haired man,woman,A long-haired man,A woman,Alternation,0
3583092048,two female performers,two women,Two female performers,Two women,Independence,4
3583092048,two young girls,woman,Two young girls,A woman,Alternation,0
3583092048,2 ladies,two young girls,2 ladies,Two young girls,Alternation,0
3583105294,concert,musical concert,a concert,A musical concert,Equivalence,3
3583105294,musical concert,rock concert,A musical concert,A rock concert,Entailment2,2
3583258236,large steel grill,stainless steel barbecue,a large steel grill,a stainless steel barbecue,Independence,4
3583321426,concrete steps,stone step,concrete steps,a stone step,Alternation,0
3583321426,box cigarettes,carton winston cigarettes,a box of cigarettes,a carton of Winston cigarettes,Entailment2,2
3583321426,carton winston cigarettes,pack cigarettes,a carton of Winston cigarettes,a pack of cigarettes,Alternation,0
3583516290,colorful costumes,festive outfits,colorful costumes,festive outfits,Independence,4
3583710170,couples,two gray-haired couples,couples,Two gray-haired couples,Entailment2,2
3583710170,elderly couples,group elderly people,Elderly couples,A group of elderly people,Entailment1,1
3583903436,barn,wooden barn,the barn,a wooden barn,Entailment2,2
3584181690,lake,small body water,the lake,a small body of water,Independence,4
3584181690,pond,small body water,a pond,a small body of water,Entailment1,1
3584561689,group boys,two men,A group of boys,two men,Alternation,0
3584860179,lone old man,man,A lone old man,A man,Entailment1,1
3585117340,blue blanket,blue dog bed,a blue blanket,a blue dog bed,Independence,4
3585117340,four puppies,four spotted puppies,Four puppies,Four spotted puppies,Entailment2,2
3585487286,edge ocean,empty beach,the edge of the ocean,an empty beach,Independence,4
3585488964,one large tan dog,one light brown dog,one large tan dog,one light brown dog,Independence,4
3585488964,two tan white dogs,two white dogs,Two tan and white dogs,Two white dogs,Alternation,0
3585598356,two showgirls,two women,Two showgirls,Two women,Entailment1,1
3585598356,costume,sparkling bikinis,costume,sparkling bikinis,Independence,4
3585598356,gold purple costumes,sparkling bikinis,gold and purple costumes,sparkling bikinis,Independence,4
3586239953,two people,two young boys,two people,Two young boys,Entailment2,2
3586834355,alleyway,long alleyway,an alleyway,A long alleyway,Entailment2,2
3587009091,several ducks,some ducks,several ducks,some ducks,Entailment1,1
3587077732,large puddle outside,puddle,a large puddle outside,the puddle,Entailment1,1
3587077732,large puddle outside,water,a large puddle outside,the water,Entailment1,1
3587596696,people,several young children,people,several young children,Entailment2,2
3588417747,railing,side steps,a railing,the side of steps,Alternation,0
3588950723,three hard hat construction workers,three workers,Three hard hat construction workers,Three workers,Entailment1,1
3589156060,shallow pond,some water,a shallow pond,some water,Entailment1,1
3589367895,feathers,headgear,feathers,headgear,Independence,4
3589367895,indian chief,native american,An Indian chief,A native american,Entailment1,1
3589425899,mats,mattresses,mats,mattresses,Independence,4
3590593467,another rider,one person,another rider,"one person</font> on a racing motorcycle and <font color=""red"">one person",Entailment1,1
3590647207,canada flag,flags canada,the Canada flag,the flags of Canada,Alternation,0
3590739067,guitar,nylon stringed guitar,the guitar,a nylon stringed guitar,Entailment2,2
3591094476,mohawk,purple hair,a Mohawk,purple hair,Independence,4
3591170729,ramp,skateboarding ramp,a ramp,a skateboarding ramp,Entailment2,2
3591460077,curling iron,hair iron,a curling iron,a hair iron,Entailment1,1
3591461782,bull,large brown bull,a bull,a large brown bull,Entailment2,2
3593392955,dirt,dirt path,dirt,a dirt path,Entailment2,2
3593538248,different teams,several hockey players,different teams,Several hockey players,Independence,4
3593538248,hockey match,ice hockey game,hockey match,an ice hockey game,Entailment2,2
3594029059,bird,black white bird,A bird,A black and white bird,Entailment2,2
3594566537,paddle,paddles,his paddle,his paddles,Entailment1,1
3595216998,"small , black dog",small black white dog,"A small , black dog",A small black and white dog,Entailment2,2
3595795155,crafts,other \'s work,crafts,the other \'s work,Independence,4
3595795231,art project,some paper,her art project,some paper,Independence,4
3595795231,elderly woman,instructor,An elderly woman,her instructor,Independence,4
3595795231,arts,arts crafts,an arts,arts and crafts,Entailment2,2
3595795231,art project,arts crafts,her art project,arts and crafts,Independence,4
3595795231,instructor,teacher,her instructor,a teacher,Equivalence,3
3595956590,blond-haired girl,young beautiful girl,A blond-haired girl,A young beautiful girl,Independence,4
3595992258,flat rock,rock,a flat rock,a rock,Entailment1,1
3596131692,three child soccer players,three children,Three child soccer players,Three children,Entailment1,1
3596356507,ripped girl,young woman,A very ripped girl,A young woman,Alternation,0
3596356507,ripped girl,woman,A very ripped girl,A woman,Alternation,0
3596356507,fit woman,ripped girl,Fit woman,A very ripped girl,Alternation,0
3596356507,blue lifting weights,large barbell,blue lifting weights,a large barbell,Alternation,0
3596417458,food,sausage steak,food,sausage and steak,Entailment2,2
3596417458,`` wow `` factor food,food,"The "" wow "" factor of the food",food,Entailment1,1
3596428453,long distant race,race,a long distant race,a race,Entailment1,1
3597294140,barber shop chair,chair,a barber shop chair,his chair,Entailment1,1
3597921737,three asian woman,three girls,Three asian woman,Three girls,Alternation,0
3598128992,line people,long line people,A line of people,Long line of people,Entailment2,2
3598426335,girl,two female friends,A girl,Two female friends,Alternation,0
3598426335,daughter,two ymca volunteers,The daughter,Two YMCA volunteers,Alternation,0
3598426335,daughter,two female friends,The daughter,Two female friends,Independence,4
3598447133,picture,ymca sign,a picture,a YMCA sign,Alternation,0
3598447133,vibrant ymca poster,ymca sign,a vibrant YMCA poster,a YMCA sign,Entailment1,1
3598447133,art,sign,an art,a sign,Independence,4
3599124739,two girls,two laughing children,Two girls,Two laughing children,Independence,4
3599442049,boy,lean young man,A boy,A lean young man,Alternation,0
3599442049,lean young man,young boy,A lean young man,A young boy,Alternation,0
3599442049,boy,shirtless young man,A boy,A shirtless young man,Alternation,0
3599442049,shirtless young man,young boy,A shirtless young man,A young boy,Alternation,0
3599895386,family,four people,A family,Four people,Independence,4
3600221224,dirt path,trail,the dirt path,a trail,Independence,4
3600229533,some nature hikers,two male hikers,Some nature hikers,Two male hikers,Entailment2,2
3600909823,coping bowl,curved bowl,the coping of a bowl,a curved bowl,Alternation,0
3601018639,city,view city sidewalk,the city,A view of a city sidewalk,Entailment2,2
3601298556,ladies,three woman,Ladies,Three woman,Entailment2,2
3601394864,men,two young boys,The men,Two young boys,Alternation,0
3601491447,opposite team,someone,the opposite team,someone,Alternation,0
3601491447,opposite team,player,the opposite team,the player,Independence,4
3601843201,man,person,A man,A person,Independence,4
3601843201,man,person,A man,A person,Entailment1,1
3601978895,large work art,metal structure,a large work of art,a metal structure,Independence,4
3601978895,giant robot,large work art,a giant robot,a large work of art,Independence,4
3602437310,base,baseball base,a base,a baseball base,Entailment2,2
3602676311,ground,high jump,the ground,a high jump,Alternation,0
3603064161,sister,small girl,sister,small girl,Independence,4
3603064161,another child,small girl,another child,small girl,Entailment2,2
3603357375,black stage,stage,a black stage,stage,Entailment1,1
3603357375,dancers,group women,Dancers,a group of women,Independence,4
3603879637,shady city park,sidewalk,a shady city park,a sidewalk,Independence,4
3604314527,blue car,small vehicle,a blue car,a small vehicle,Independence,4
3604872775,cheerleaders,cheerleading squad,Cheerleaders,A cheerleading squad,Entailment2,2
3605047694,outdoor steps,stone steps,outdoor steps,stone steps,Independence,4
3605259195,little child,toddler,A little child,Toddler,Alternation,0
3605259195,birds,two white seagulls,birds,two white seagulls,Entailment2,2
3605259195,birds,seagulls,birds,seagulls,Entailment2,2
3605440115,green jersey,umpire \'s uniform,a green jersey,umpire \'s uniform,Independence,4
3605676864,jacuzzi,pool,a jacuzzi,the pool,Alternation,0
3605883553,eight people,several kayakers,Eight people,Several kayakers,Independence,4
3605883553,group eight people,several kayakers,a group of eight people,Several kayakers,Independence,4
3606909929,black race car,silver car,black race car,A silver car,Alternation,0
3607405494,three dogs,three muzzled numbered dogs,Three dogs,Three muzzled and numbered dogs,Entailment2,2
3607405494,three black dogs,three muzzled numbered dogs,Three black dogs,Three muzzled and numbered dogs,Independence,4
3607489370,bicycle,blue mountain bike,a bicycle,a blue mountain bike,Entailment2,2
3608400551,man,tattooed man,a man,A tattooed man,Entailment2,2
3608585041,peaceful sunset,sunset,a peaceful sunset,the sunset,Entailment1,1
3608661756,city street,street older looking district,a city street,the street of an older looking district,Independence,4
3608661756,2 males,two boys,2 males,Two boys,Entailment2,2
3608752424,couple dogs,two dogs,a couple of dogs,Two dogs,Equivalence,3
